Year,Month,Origin,"state","city",ArrdelayCount,MeanArrDelay,AirCount
2001,12,CVG,"KY","Covington",2292,17.893542,5180
2001,12,DCA,"VA","Arlington",1355,19.746863,4323
2001,12,ELP,"TX","El Paso",624,18.261217,1671
2001,12,FAR,"ND","Fargo",41,42.853658,164
2001,12,GPT,"MS","Gulfport-Biloxi",6,9.666666,30
2001,12,GUC,"CO","Gunnison",15,16.533333,33
2001,12,IAD,"VA","Chantilly",1840,20.159239,3928
2001,12,ILE,"TX","Killeen",38,19.947368,209
2001,12,JFK,"NY","New York",1696,26.502948,3521
2001,12,LAW,"OK","Lawton",44,10.386363,201
2001,12,LAX,"CA","Los Angeles",5654,21.553236,14205
2001,12,LGB,"CA","Long Beach",61,20.098360,163
2000,7,MLB,"FL","Melbourne",41,23.512195,120
2000,7,MOB,"AL","Mobile",151,25.125827,340
2000,7,MSP,"MN","Minneapolis",6622,29.518574,12786
2000,7,MSY,"LA","New Orleans",1736,28.039746,4257
2000,7,ORD,"IL","Chicago",15972,48.521788,23414
2000,7,SBN,"IN","South Bend",55,35.890909,150
2000,7,SFO,"CA","San Francisco",7053,39.495533,11149
2000,7,TPA,"FL","Tampa",2561,36.546270,5159
2001,6,BFL,"CA","Bakersfield",87,18.448275,142
2001,6,BHM,"AL","Birmingham",634,27.253943,1580
2001,6,DUT,"AK","Unalaska",35,45.400000,52
2001,6,EWR,"NJ","Newark",4328,46.673290,10099
2001,6,FNT,"MI","Flint",25,11.120000,114
2001,6,GFK,"ND","Grand Forks",5,54.000000,27
2001,6,GGG,"TX","Longview",46,24.065217,145
2001,6,GRB,"WI","Green Bay",91,32.307692,306
2001,6,GSO,"NC","Greensboro",524,33.698473,1306
2001,6,GSP,"SC","Greer",249,27.200803,617
2001,6,HSV,"AL","Huntsville",167,24.491017,485
2001,6,KOA,"HI","Kailua/Kona",430,19.855813,771
2001,6,LEX,"KY","Lexington",87,27.896551,261
2001,6,LGA,"NY","New York",3393,46.765399,9353
2001,6,MDW,"IL","Chicago",1844,29.765726,4114
2001,6,MLB,"FL","Melbourne",84,44.845238,147
2001,6,MOB,"AL","Mobile",109,41.247706,254
2001,6,MSP,"MN","Minneapolis",5963,30.712560,12160
2001,6,MSY,"LA","New Orleans",1881,29.552897,4160
2001,6,SBN,"IN","South Bend",57,12.368421,146
2001,6,SFO,"CA","San Francisco",4244,24.851083,10520
2001,6,SLC,"UT","Salt Lake City",2716,22.696980,6359
2001,6,WRG,"AK","Wrangell",39,33.641025,58
2001,6,XNA,"AR","Fayetteville/Springdale/Rogers",175,40.114285,469
2001,7,ABE,"PA","Allentown",154,29.129870,470
2001,7,ALB,"NY","Albany",586,27.274744,1471
2001,7,AUS,"TX","Austin",1182,19.719966,3770
2001,7,BGM,"NY","Binghamton",3,67.000000,14
2001,7,BIL,"MT","Billings",94,27.234042,273
2001,7,BNA,"TN","Nashville",1683,23.302436,4863
2001,7,BOI,"ID","Boise",399,25.729323,1087
2001,7,BUR,"CA","Burbank",926,21.323974,2347
2001,7,BZN,"MT","Bozeman",79,29.873417,160
2001,7,CID,"IA","Cedar Rapids",182,34.653846,647
2001,7,DAY,"OH","Dayton",390,34.415384,943
2001,7,DFW,"TX","Dallas-Fort Worth",12182,22.445000,27182
2001,7,DLH,"MN","Duluth",81,42.567901,170
2001,7,DSM,"IA","Des Moines",280,27.053571,807
2001,7,EUG,"OR","Eugene",67,51.507462,182
2001,7,EVV,"IN","Evansville",60,37.783333,132
2001,7,FLL,"FL","Ft. Lauderdale",2063,29.843431,4560
2001,7,HLN,"MT","Helena",33,15.272727,91
2001,7,HOU,"TX","Houston",2114,23.018448,5089
2001,7,JAC,"WY","Jackson",47,31.510638,107
2001,7,MCO,"FL","Orlando",3661,31.421469,8562
2001,7,MLI,"IL","Moline",43,29.232558,178
2001,7,PBI,"FL","West Palm Beach",816,25.039215,2150
2001,7,RIC,"VA","Richmond",671,27.049180,1631
2001,7,ROA,"VA","Roanoke",65,19.630769,177
2001,7,SBA,"CA","Santa Barbara",277,26.003610,532
2001,7,SJC,"CA","San Jose",3255,19.230414,6529
2001,7,SJU,"PR","San Juan",1019,28.704612,2133
2001,7,SNA,"CA","Santa Ana",1824,20.848135,3835
2001,7,SPS,"TX","Wichita Falls",45,9.555555,149
2001,7,TRI,"TN","Bristol",14,9.428571,61
2001,7,TUS,"AZ","Tucson",606,21.603960,1696
2001,8,ANC,"AK","Anchorage",1480,23.625000,2438
2001,8,BDL,"CT","Windsor Locks",1262,38.805863,3262
2001,8,CHS,"SC","Charleston",154,22.383116,510
2001,8,DCA,"VA","Arlington",2835,31.141798,7862
2001,8,DLG,"AK","Dillingham",15,45.600000,38
2000,4,BHM,"AL","Birmingham",696,23.060344,1649
2000,4,BIL,"MT","Billings",58,20.896551,235
2000,4,BZN,"MT","Bozeman",26,9.423076,152
2000,4,DCA,"VA","Arlington",2945,23.307640,6497
2000,4,EWR,"NJ","Newark",4671,39.759580,9773
2000,4,FAT,"CA","Fresno",20,12.200000,30
2000,4,FSD,"SD","Sioux Falls",95,19.726315,315
2000,4,GEG,"WA","Spokane",384,21.158854,1078
2000,4,GRR,"MI","Grand Rapids",221,28.271493,638
2000,4,HSV,"AL","Huntsville",211,22.592417,455
2000,4,JNU,"AK","Juneau",146,34.006849,288
2000,4,LEX,"KY","Lexington",91,16.120879,290
2000,4,MCO,"FL","Orlando",3893,27.471358,8314
2000,4,MIA,"FL","Miami",2502,33.245003,5544
2000,4,MSY,"LA","New Orleans",1926,23.241433,4086
2000,4,ORD,"IL","Chicago",12286,36.597509,23099
2000,4,PIT,"PA","Pittsburgh",4392,24.945355,8362
2000,4,RAP,"SD","Rapid City",7,63.428571,81
2000,4,ROA,"VA","Roanoke",85,19.294117,168
2000,4,SJU,"PR","San Juan",945,28.928042,2100
2000,4,SRQ,"FL","Sarasota",230,28.030434,547
2000,4,STT,"VI","Charlotte Amalie",89,43.966292,249
2000,4,TUL,"OK","Tulsa",607,22.683690,1625
2000,4,TUS,"AZ","Tucson",829,21.034981,1689
2000,4,TYS,"TN","Knoxville",276,30.257246,571
2000,4,YAK,"AK","Yakutat",28,41.250000,57
2000,5,ABE,"PA","Allentown",211,26.687203,517
2000,5,BGM,"NY","Binghamton",41,19.073170,60
2000,5,COS,"CO","Colorado Springs",454,26.361233,1053
2000,5,DSM,"IA","Des Moines",275,35.432727,601
2000,5,DTW,"MI","Detroit",5880,31.600680,12563
2000,5,DUT,"AK","Unalaska",23,28.391304,54
2000,5,FAR,"ND","Fargo",28,32.142857,191
2000,5,FCA,"MT","Kalispell",28,35.285714,117
2000,5,FNT,"MI","Flint",39,14.230769,116
2000,5,HNL,"HI","Honolulu",432,35.400462,1004
2000,5,HOU,"TX","Houston",2031,30.856228,4754
2000,5,HPN,"NY","White Plains",179,37.301675,362
2000,5,ILM,"NC","Wilmington",81,15.641975,184
2000,5,IND,"IN","Indianapolis",1306,30.040581,2827
2000,5,KTN,"AK","Ketchikan",77,26.571428,211
2000,5,LGB,"CA","Long Beach",165,18.309090,307
2000,5,LIH,"HI","Lihue",22,18.454545,37
2000,5,MBS,"MI","Saginaw",115,25.643478,294
2000,5,MCI,"MO","Kansas City",2255,30.053215,5151
2000,5,MGM,"AL","Montgomery",33,22.393939,93
2000,5,MHT,"NH","Manchester",510,31.833333,1116
2000,5,MLU,"LA","Monroe",62,11.661290,173
2000,5,MSP,"MN","Minneapolis",5750,27.616521,11891
2000,5,OMA,"NE","Omaha",650,30.432307,1452
2000,5,OTZ,"AK","Kotzebue",37,21.540540,70
2000,5,PDX,"OR","Portland",2222,24.885688,4703
2000,5,PNS,"FL","Pensacola",170,18.000000,481
2000,5,SAV,"GA","Savannah",204,15.514705,466
2000,5,SDF,"KY","Louisville",845,26.435502,1974
2000,5,SLC,"UT","Salt Lake City",2631,24.238312,6591
2000,6,ADQ,"AK","Kodiak",32,18.625000,53
2000,6,AKN,"AK","King Salmon",20,25.350000,36
2000,6,ATL,"GA","Atlanta",11972,29.276478,21285
2000,6,AUS,"TX","Austin",1947,28.657935,3463
2000,6,AVP,"PA","Wilkes-Barre/Scranton",67,31.358208,111
2000,6,BET,"AK","Bethel",53,31.584905,74
2000,6,BIS,"ND","Bismarck",37,17.837837,120
2000,6,BTV,"VT","Burlington",141,34.312056,209
2000,6,CAK,"OH","Akron",19,23.105263,85
2000,6,CLE,"OH","Cleveland",2110,34.291943,4451
2000,6,CMH,"OH","Columbus",1537,31.428106,2938
2000,6,DLG,"AK","Dillingham",22,70.181818,38
2000,6,ERI,"PA","Erie",41,13.536585,112
2000,6,HRL,"TX","Harlingen",205,24.404878,339
2000,6,IAH,"TX","Houston",5454,31.544921,10678
2000,6,JAN,"MS","Jackson",311,26.321543,727
2000,6,JAX,"FL","Jacksonville",905,30.274033,1937
2000,6,LAS,"NV","Las Vegas",7249,30.680231,11122
2000,6,LWB,"WV","Lewisburg",4,5.500000,14
2000,6,MKE,"WI","Milwaukee",526,30.237642,1232
2000,6,OME,"AK","Nome",44,32.022727,74
2000,6,PWM,"ME","Portland",245,36.069387,468
2000,6,RDU,"NC","Raleigh",1390,32.263309,2877
2000,6,SHV,"LA","Shreveport",155,31.929032,310
2000,6,SUX,"IA","Sioux City",10,24.000000,59
2000,6,SYR,"NY","Syracuse",355,28.616901,869
2000,6,TOL,"OH","Toledo",28,34.250000,72
2000,7,COS,"CO","Colorado Springs",599,24.626043,1030
2000,7,DTW,"MI","Detroit",6337,34.195518,12724
2000,7,DUT,"AK","Unalaska",29,30.172413,54
2000,7,FCA,"MT","Kalispell",68,11.455882,152
2000,7,FNT,"MI","Flint",37,17.432432,98
2000,7,HNL,"HI","Honolulu",421,37.301662,985
1999,12,DAL,"TX","Dallas",1889,17.404976,4029
1999,12,DSM,"IA","Des Moines",244,23.188524,555
1999,12,DUT,"AK","Unalaska",22,38.818181,36
1999,12,FAR,"ND","Fargo",46,42.413043,224
1999,12,FCA,"MT","Kalispell",31,20.774193,122
1999,12,FNT,"MI","Flint",39,20.923076,89
1999,12,GSP,"SC","Greer",179,18.418994,563
1999,12,HOU,"TX","Houston",2106,21.065052,4573
1999,12,IND,"IN","Indianapolis",1286,21.367029,2847
1999,12,KTN,"AK","Ketchikan",108,33.537037,163
1999,12,LGB,"CA","Long Beach",138,22.637681,302
1999,12,LIH,"HI","Lihue",9,13.111111,39
1999,12,MBS,"MI","Saginaw",119,25.890756,336
1999,12,MCI,"MO","Kansas City",2265,21.205298,5043
1999,12,MDW,"IL","Chicago",2830,23.068197,4496
1999,12,MGM,"AL","Montgomery",39,10.948717,92
1999,12,MHT,"NH","Manchester",503,26.057654,1130
1999,12,MSP,"MN","Minneapolis",5162,30.604610,11753
1999,12,OMA,"NE","Omaha",617,23.361426,1373
1999,12,PDX,"OR","Portland",2301,22.253368,4844
1999,12,SDF,"KY","Louisville",826,20.917675,1870
1999,12,SFO,"CA","San Francisco",5153,21.508053,11062
1999,12,SLC,"UT","Salt Lake City",3368,23.172802,6640
1999,12,SWF,"NY","Newburgh",41,23.560975,91
1999,12,TRI,"TN","Bristol",32,20.500000,113
1999,2,ALB,"NY","Albany",374,21.855614,908
1999,2,ANC,"AK","Anchorage",621,20.669887,1189
1999,2,BOI,"ID","Boise",375,20.901333,880
1999,2,DFW,"TX","Dallas-Fort Worth",7158,21.768510,17062
1999,2,DRO,"CO","Durango",4,9.000000,31
1999,2,EUG,"OR","Eugene",60,53.983333,163
1999,2,HRL,"TX","Harlingen",144,12.298611,314
1999,2,KOA,"HI","Kailua/Kona",29,34.344827,56
1999,2,LSE,"WI","La Crosse",14,11.500000,39
1999,2,MEM,"TN","Memphis",1277,21.228660,3952
1999,2,MFE,"TX","McAllen",61,12.770491,239
1999,2,MOT,"ND","Minot",17,20.823529,82
1999,2,MSN,"WI","Madison",116,18.465517,329
1999,2,OAK,"CA","Oakland",2137,16.604117,4189
1999,2,OME,"AK","Nome",27,18.629629,59
1999,2,ORF,"VA","Norfolk",371,24.215633,1160
1999,2,PSP,"CA","Palm Springs",203,22.684729,415
1999,2,SBN,"IN","South Bend",71,28.056338,225
1999,2,SCC,"AK","Deadhorse",14,17.928571,35
1999,2,SNA,"CA","Santa Ana",1177,17.173322,2567
1999,2,STX,"VI","Christiansted",35,20.142857,79
1999,2,TPA,"FL","Tampa",2166,22.894275,4429
1999,3,BHM,"AL","Birmingham",793,17.520807,1813
1999,3,BIL,"MT","Billings",63,18.746031,239
1999,3,BZN,"MT","Bozeman",52,23.846153,161
1999,3,DCA,"VA","Arlington",2889,23.997230,6598
1999,3,EWR,"NJ","Newark",4154,34.985315,10320
1999,3,FAT,"CA","Fresno",10,12.200000,29
1999,3,FSD,"SD","Sioux Falls",75,20.266666,323
1999,3,GEG,"WA","Spokane",391,17.358056,1122
1999,3,HNL,"HI","Honolulu",534,26.398876,950
1999,3,HPN,"NY","White Plains",95,25.947368,383
1999,3,HSV,"AL","Huntsville",226,20.619469,474
1999,3,ILM,"NC","Wilmington",58,13.517241,164
1999,3,JNU,"AK","Juneau",180,21.422222,298
1999,3,LEX,"KY","Lexington",130,25.992307,320
1999,3,MCO,"FL","Orlando",3931,22.726787,8318
1999,3,MSY,"LA","New Orleans",1852,20.799676,4215
1999,3,ORD,"IL","Chicago",11386,30.083874,24151
1999,3,PIT,"PA","Pittsburgh",3923,26.069844,8420
1999,3,SJU,"PR","San Juan",714,29.497198,1885
1999,3,SRQ,"FL","Sarasota",249,22.120481,529
1999,3,STT,"VI","Charlotte Amalie",106,22.160377,248
1999,3,TUL,"OK","Tulsa",751,19.865512,1585
1999,3,TUS,"AZ","Tucson",866,17.442263,1660
1999,3,YAK,"AK","Yakutat",20,28.750000,59
1999,4,CID,"IA","Cedar Rapids",178,22.724719,431
1999,4,CRP,"TX","Corpus Christi",72,23.736111,248
1999,4,CRW,"WV","Charleston",49,12.367346,103
1999,4,DEN,"CO","Denver",5771,24.781147,10734
1999,4,EGE,"CO","Eagle",14,34.785714,30
1999,4,ELM,"NY","Elmira",31,12.612903,108
1999,4,FAI,"AK","Fairbanks",155,16.593548,386
1999,4,FWA,"IN","Fort Wayne",25,18.320000,70
1999,4,GRB,"WI","Green Bay",74,14.756756,198
1999,4,LNK,"NE","Lincoln",105,18.142857,254
1999,4,MAF,"TX","Midland",162,18.969135,520
1999,4,MLI,"IL","Moline",51,14.764705,140
1999,4,MRY,"CA","Monterey",16,43.187500,56
1999,4,MSO,"MT","Missoula",46,9.152173,177
1999,4,MTJ,"CO","Montrose",18,21.611111,29
1999,4,OKC,"OK","Oklahoma City",691,20.238784,1618
1999,4,ONT,"CA","Ontario",1417,21.669724,2833
1999,4,RST,"MN","Rochester",82,30.012195,167
2000,7,HPN,"NY","White Plains",197,48.192893,354
2000,7,ILM,"NC","Wilmington",84,14.988095,184
2000,7,IND,"IN","Indianapolis",1358,28.423416,2912
2000,7,MBS,"MI","Saginaw",116,39.267241,295
2000,7,MCI,"MO","Kansas City",2693,27.838841,5205
2000,7,MFE,"TX","McAllen",81,25.814814,292
2000,7,MLU,"LA","Monroe",54,19.203703,175
2000,7,OAK,"CA","Oakland",2778,19.522318,4791
2000,7,OMA,"NE","Omaha",720,31.973611,1456
2000,7,OTZ,"AK","Kotzebue",47,36.106382,65
2000,7,PNS,"FL","Pensacola",143,23.538461,456
2000,7,SAV,"GA","Savannah",198,21.303030,454
2000,7,SDF,"KY","Louisville",827,24.268440,1817
2000,7,SNA,"CA","Santa Ana",1935,25.120930,3339
2001,6,BGM,"NY","Binghamton",14,20.642857,60
2001,6,COS,"CO","Colorado Springs",381,26.519685,991
2001,6,DSM,"IA","Des Moines",294,33.517006,747
2001,6,DTW,"MI","Detroit",5697,28.309987,12717
2001,6,EVV,"IN","Evansville",48,52.520833,130
2001,6,FCA,"MT","Kalispell",34,17.117647,146
2001,6,FSM,"AR","Fort Smith",68,36.867647,225
2001,6,HNL,"HI","Honolulu",1890,16.692592,3288
2001,6,HOU,"TX","Houston",2308,29.866117,4760
2001,6,HPN,"NY","White Plains",255,46.984313,590
2001,6,ILM,"NC","Wilmington",71,14.338028,179
2001,6,IND,"IN","Indianapolis",1384,31.014450,3222
2001,6,KTN,"AK","Ketchikan",150,21.146666,248
2001,6,MBS,"MI","Saginaw",69,28.434782,274
2001,6,MCI,"MO","Kansas City",2085,27.729976,5225
2001,6,MHT,"NH","Manchester",507,35.678500,1338
2001,6,MLU,"LA","Monroe",44,25.454545,118
2001,6,OAK,"CA","Oakland",2568,18.360981,5396
2001,6,OMA,"NE","Omaha",628,30.292993,1583
2001,6,ORD,"IL","Chicago",13656,36.624048,28287
2001,6,OTZ,"AK","Kotzebue",47,29.127659,77
2001,6,PDX,"OR","Portland",1924,21.259875,4755
2001,6,PNS,"FL","Pensacola",149,29.100671,427
2001,6,SAV,"GA","Savannah",267,27.370786,614
2001,6,SDF,"KY","Louisville",793,27.301387,1805
2001,7,ADQ,"AK","Kodiak",36,23.583333,61
2001,7,AKN,"AK","King Salmon",43,19.000000,59
2001,7,ATL,"GA","Atlanta",11403,25.362623,21725
2001,7,AVP,"PA","Wilkes-Barre/Scranton",45,27.088888,120
2001,7,BET,"AK","Bethel",38,20.578947,91
2001,7,BTV,"VT","Burlington",170,28.900000,417
2001,7,CAK,"OH","Akron",28,20.964285,83
2001,7,CMI,"IL","Champaign/Urbana",59,33.067796,142
2001,7,DLG,"AK","Dillingham",25,34.880000,42
2001,7,ERI,"PA","Erie",29,18.034482,120
2001,7,EYW,"FL","Key West",92,23.978260,182
2001,7,HRL,"TX","Harlingen",175,18.485714,453
2001,7,IAH,"TX","Houston",4963,22.945798,11224
2001,7,ITO,"HI","Hilo",201,11.691542,434
2001,7,JAX,"FL","Jacksonville",997,25.120361,2242
2001,7,JNU,"AK","Juneau",367,22.490463,586
2001,7,LRD,"TX","Laredo",89,18.651685,122
2001,7,LWB,"WV","Lewisburg",4,6.750000,13
2001,7,MEM,"TN","Memphis",2447,23.760523,5015
2001,7,MKE,"WI","Milwaukee",575,23.822608,1508
2001,7,ORF,"VA","Norfolk",660,29.956060,1577
2001,7,PIA,"IL","Peoria",46,36.630434,142
2001,7,PWM,"ME","Portland",410,32.760975,939
2001,7,RDU,"NC","Raleigh",1350,25.686666,3265
2001,7,SHV,"LA","Shreveport",172,17.872093,537
2001,7,TOL,"OH","Toledo",58,44.172413,176
2001,7,TPA,"FL","Tampa",2641,25.621355,5813
2001,8,AVL,"NC","Asheville",76,13.723684,153
2001,8,BHM,"AL","Birmingham",628,27.754777,1696
2001,8,BPT,"TX","Beaumont/Port Arthur",41,21.951219,150
2001,8,BRO,"TX","Brownsville",15,39.533333,27
2001,8,BWI,"MD","Baltimore",3819,36.538360,8790
2001,8,CVG,"KY","Covington",2388,30.265912,5698
2001,8,DBQ,"IA","Dubuque",35,30.200000,116
2001,8,FAI,"AK","Fairbanks",306,21.633986,581
2001,8,FAY,"NC","Fayetteville",15,17.466666,60
2001,8,GRR,"MI","Grand Rapids",308,36.113636,947
2001,8,ISP,"NY","Islip",380,36.860526,1086
2001,8,LFT,"LA","Lafayette",67,22.000000,180
2001,8,MCO,"FL","Orlando",3628,29.373484,8662
2001,8,MIA,"FL","Miami",2909,33.139223,6304
2001,8,MSO,"MT","Missoula",76,10.052631,186
2001,8,OGG,"HI","Kahului",780,14.442307,1475
2001,8,ONT,"CA","Ontario",1429,20.529041,3155
2001,8,PHL,"PA","Philadelphia",4915,42.025839,10112
2001,8,PIT,"PA","Pittsburgh",4773,29.670856,9181
2001,8,RAP,"SD","Rapid City",65,16.553846,155
2001,8,RIC,"VA","Richmond",648,31.081790,1653
2001,8,ROA,"VA","Roanoke",68,19.529411,173
2001,8,RST,"MN","Rochester",45,42.755555,175
1999,4,SGF,"MO","Springfield",63,17.698412,170
1999,4,SIT,"AK","Sitka",36,22.583333,89
1999,4,SMF,"CA","Sacramento",1615,21.251393,2967
2001,12,CRP,"TX","Corpus Christi",181,24.977900,331
2001,12,DEN,"CO","Denver",4720,20.388135,8979
2001,12,EGE,"CO","Eagle",70,30.128571,155
2001,12,FAI,"AK","Fairbanks",214,21.827102,394
2001,12,ISP,"NY","Islip",204,16.593137,799
2001,12,JAN,"MS","Jackson",216,18.435185,569
2001,12,LAN,"MI","Lansing",70,17.757142,220
2001,12,LAS,"NV","Las Vegas",4842,20.742255,10572
2001,12,LNK,"NE","Lincoln",13,19.000000,28
2001,12,MRY,"CA","Monterey",15,25.866666,140
2001,12,MSO,"MT","Missoula",79,21.860759,165
2001,12,MTJ,"CO","Montrose",12,25.833333,49
2001,12,OKC,"OK","Oklahoma City",601,20.312811,1615
2001,12,ONT,"CA","Ontario",1342,19.549925,2633
2001,12,RST,"MN","Rochester",40,29.300000,204
2001,12,SAN,"CA","San Diego",2626,21.019801,5929
2000,3,LIH,"HI","Lihue",27,23.777777,39
2000,3,MBS,"MI","Saginaw",101,25.673267,347
2000,3,MCI,"MO","Kansas City",2090,22.759330,5180
2000,3,MDW,"IL","Chicago",2262,21.887709,4671
2000,3,MGM,"AL","Montgomery",34,27.352941,92
2000,3,MHT,"NH","Manchester",355,26.954929,1141
2000,3,MLU,"LA","Monroe",70,19.628571,179
2000,3,MSP,"MN","Minneapolis",5427,24.153860,12162
2000,3,OMA,"NE","Omaha",611,26.898527,1425
2000,3,PDX,"OR","Portland",2451,24.598531,4827
2000,3,SDF,"KY","Louisville",785,18.228025,1907
2000,3,SFO,"CA","San Francisco",5884,29.703433,10842
2000,3,SLC,"UT","Salt Lake City",3195,23.902660,6684
2000,3,SWF,"NY","Newburgh",15,13.466666,90
2000,3,TRI,"TN","Bristol",28,12.285714,93
2000,4,ALB,"NY","Albany",467,26.616702,892
2000,4,ANC,"AK","Anchorage",543,26.627992,1290
2000,4,BOI,"ID","Boise",395,25.764556,1016
2000,4,BUF,"NY","Buffalo",811,27.749691,1407
2000,4,BUR,"CA","Burbank",1155,22.943722,2182
2000,4,DFW,"TX","Dallas-Fort Worth",8904,29.499213,19589
2000,4,DRO,"CO","Durango",2,35.000000,2
2000,4,EUG,"OR","Eugene",92,40.608695,175
2000,4,FLL,"FL","Ft. Lauderdale",2256,31.500000,4271
2000,4,GRB,"WI","Green Bay",69,17.811594,218
2000,4,KOA,"HI","Kailua/Kona",30,32.866666,60
2000,4,LSE,"WI","La Crosse",26,14.115384,50
2000,4,MAF,"TX","Midland",149,20.812080,430
2000,4,MEM,"TN","Memphis",1828,21.520240,4112
2000,4,MOT,"ND","Minot",13,13.076923,90
2000,4,MSN,"WI","Madison",112,20.419642,362
2000,4,ORF,"VA","Norfolk",553,23.770343,1267
2000,4,PSP,"CA","Palm Springs",279,22.795698,591
2000,4,SBA,"CA","Santa Barbara",100,32.320000,235
2000,4,SBN,"IN","South Bend",44,19.318181,135
2000,4,SCC,"AK","Deadhorse",10,22.800000,27
2000,4,SNA,"CA","Santa Ana",1637,20.939523,3533
2000,4,STX,"VI","Christiansted",26,20.461538,59
2000,4,TPA,"FL","Tampa",2436,27.788177,5447
2000,5,ADQ,"AK","Kodiak",34,19.705882,61
2000,5,AKN,"AK","King Salmon",9,12.666666,28
2000,5,ATL,"GA","Atlanta",10631,23.894741,21851
2000,5,AUS,"TX","Austin",1675,27.885373,3501
2000,5,AVP,"PA","Wilkes-Barre/Scranton",65,18.907692,121
2000,5,BET,"AK","Bethel",41,16.317073,81
2000,5,BIS,"ND","Bismarck",16,15.687500,122
2000,5,BTV,"VT","Burlington",111,28.801801,201
2000,5,CAK,"OH","Akron",16,24.500000,89
2000,5,CHA,"TN","Chattanooga",30,9.166666,85
2000,5,CLE,"OH","Cleveland",1753,34.172846,4566
2000,5,CMH,"OH","Columbus",1228,27.878664,2943
2000,5,ERI,"PA","Erie",39,14.282051,117
2000,5,HRL,"TX","Harlingen",180,17.427777,337
2000,5,ITH,"NY","Ithaca",38,19.078947,115
2000,5,JAN,"MS","Jackson",259,31.687258,753
2000,5,JAX,"FL","Jacksonville",771,26.784695,2015
2000,5,LAS,"NV","Las Vegas",7226,26.830196,11572
2000,5,LWB,"WV","Lewisburg",4,4.250000,14
2000,5,MLB,"FL","Melbourne",47,20.127659,124
2000,5,MOB,"AL","Mobile",128,19.804687,353
2000,5,OME,"AK","Nome",40,22.225000,76
2000,5,PBI,"FL","West Palm Beach",876,29.816210,1884
2000,5,PSG,"AK","Petersburg",22,32.318181,60
2000,5,PWM,"ME","Portland",172,34.308139,467
2000,5,RDU,"NC","Raleigh",1201,27.246461,3046
2000,5,SAN,"CA","San Diego",3283,25.145598,6053
2000,5,SUX,"IA","Sioux City",14,22.785714,62
2000,5,SYR,"NY","Syracuse",360,22.258333,930
2000,5,TOL,"OH","Toledo",21,25.190476,84
2000,6,COS,"CO","Colorado Springs",590,31.050847,1047
1994,5,SJC,"CA","San Jose",1393,9.597989,3229
1994,5,STL,"MO","St Louis",4260,11.648826,11785
1994,5,SWF,"NY","Newburgh",116,8.379310,353
1995,10,BOI,"ID","Boise",325,12.800000,1014
1995,10,CMH,"OH","Columbus",1637,20.075137,3120
1995,10,COS,"CO","Colorado Springs",551,12.778584,1172
1995,10,DFW,"TX","Dallas-Fort Worth",10179,19.934865,22866
1995,10,FCA,"MT","Kalispell",51,16.745098,60
1995,10,HNL,"HI","Honolulu",560,24.048214,991
1995,10,HPN,"NY","White Plains",231,14.658008,504
1995,10,HRL,"TX","Harlingen",134,12.970149,460
1995,10,MBS,"MI","Saginaw",102,10.225490,321
1995,10,MCI,"MO","Kansas City",1917,13.945226,4761
1995,10,MHT,"NH","Manchester",169,16.751479,363
1995,10,MKE,"WI","Milwaukee",667,11.943028,1420
1995,10,MLU,"LA","Monroe",89,18.370786,185
1995,10,OMA,"NE","Omaha",621,13.592592,1583
1995,10,ORF,"VA","Norfolk",659,13.931714,1416
1995,10,PIT,"PA","Pittsburgh",5182,15.493824,10109
1995,10,PWM,"ME","Portland",161,12.006211,459
1995,10,ROA,"VA","Roanoke",138,12.094202,266
1995,10,SBA,"CA","Santa Barbara",60,21.566666,121
1995,10,SNA,"CA","Santa Ana",1402,11.755349,3129
1995,10,SYR,"NY","Syracuse",433,13.374133,959
1995,10,TUL,"OK","Tulsa",741,12.148448,1735
1995,10,YAK,"AK","Yakutat",22,13.863636,62
1995,11,ATL,"GA","Atlanta",12753,24.198306,18503
1995,11,BTV,"VT","Burlington",106,22.462264,259
1995,11,CAK,"OH","Akron",46,14.043478,112
1995,11,ERI,"PA","Erie",88,14.920454,117
1995,11,FSD,"SD","Sioux Falls",164,12.536585,363
1995,11,IAH,"TX","Houston",4354,18.024115,9882
1995,11,ILM,"NC","Wilmington",95,10.789473,188
1995,11,IND,"IN","Indianapolis",1407,18.455579,2816
1995,11,JAX,"FL","Jacksonville",727,15.522696,1241
1995,11,KSM,"AK","St. Mary's",8,14.750000,13
1995,11,LEX,"KY","Lexington",228,14.925438,397
1995,11,MEM,"TN","Memphis",1574,21.400254,4326
1995,11,MIA,"FL","Miami",2691,19.277220,5415
1995,11,MSY,"LA","New Orleans",1724,17.336426,3840
1995,11,OAK,"CA","Oakland",2761,20.281781,5137
1995,11,OME,"AK","Nome",28,21.535714,55
1995,11,ORD,"IL","Chicago",12160,29.136924,23196
1995,11,OTZ,"AK","Kotzebue",23,19.826086,54
1995,11,PDX,"OR","Portland",2092,21.069311,4125
1995,11,RAP,"SD","Rapid City",30,15.600000,88
1995,11,RDU,"NC","Raleigh",947,18.572333,1947
1995,11,SAV,"GA","Savannah",297,14.673400,438
1995,11,SDF,"KY","Louisville",951,17.859095,1922
1995,11,SRQ,"FL","Sarasota",279,18.362007,555
1995,11,TPA,"FL","Tampa",1805,17.736288,3486
1995,12,AKN,"AK","King Salmon",5,20.800000,13
1995,12,ANC,"AK","Anchorage",727,21.016506,1369
