Year,Month,Origin,"state","city",ArrdelayCount,MeanArrDelay,AirCount
1988,10,GCN,"AZ","Grand Canyon",74,12.054054,177
1988,10,GPT,"MS","Gulfport-Biloxi",67,15.283582,93
1988,10,GSO,"NC","Greensboro",1160,12.409482,1802
1988,10,HOU,"TX","Houston",2134,15.045923,4912
1988,10,ISO,"NC","Kinston",44,8.590909,119
1988,10,LAN,"MI","Lansing",212,8.179245,348
1988,10,LNK,"NE","Lincoln",203,15.576354,404
1988,10,MYR,"SC","Myrtle Beach",209,8.110047,314
1988,10,OMA,"NE","Omaha",804,12.706467,1512
1988,10,PBI,"FL","West Palm Beach",1094,12.699268,1991
1988,10,PFN,"FL","Panama City",22,7.727272,61
1988,10,PWM,"ME","Portland",443,17.060948,666
1988,10,SAT,"TX","San Antonio",1250,12.080000,2989
1988,10,SEA,"WA","Seattle",3133,17.468879,5926
1988,10,SGF,"MO","Springfield",153,14.052287,287
1988,10,SLC,"UT","Salt Lake City",2411,11.921609,5746
1988,10,SUX,"IA","Sioux City",104,10.346153,261
1988,10,TRI,"TN","Bristol",154,9.863636,271
1988,10,VPS,"FL","Valparaiso",92,9.663043,122
1988,10,WRG,"AK","Wrangell",26,17.038461,52
1988,11,ACY,"NJ","Atlantic City",26,10.423076,34
1988,4,PSG,"AK","Petersburg",34,12.852941,57
1988,4,RST,"MN","Rochester",109,18.082568,212
1988,4,SAN,"CA","San Diego",2618,17.396867,4852
1988,4,UCA,"NY","Utica",41,11.365853,80
1988,5,ANC,"AK","Anchorage",761,12.709592,1143
1988,5,BOI,"ID","Boise",225,18.564444,557
1988,5,BOS,"MA","Boston",4251,24.665019,8230
1988,5,BTM,"MT","Butte",27,5.185185,56
1988,5,DCA,"VA","Arlington",4238,24.080698,7304
1988,5,DRO,"CO","Durango",26,4.961538,60
1988,5,EWR,"NJ","Newark",4999,32.275455,10366
1988,5,FAI,"AK","Fairbanks",179,6.452513,314
1988,5,FLG,"AZ","Flagstaff",110,10.672727,223
1988,5,GJT,"CO","Grand Junction",79,16.772151,201
1988,5,GUM,"GU","Agana",83,28.397590,145
1989,1,STT,"VI","Charlotte Amalie",154,18.129870,287
1989,1,STX,"VI","Christiansted",131,23.977099,280
1989,1,TUL,"OK","Tulsa",1077,18.736304,1947
1989,1,TUS,"AZ","Tucson",761,15.329829,1612
1989,1,YAK,"AK","Yakutat",27,33.851851,52
1989,1,YKM,"WA","Yakima",41,5.341463,59
1989,10,BET,"AK","Bethel",24,34.333333,52
1989,10,BIS,"ND","Bismarck",147,13.911564,348
1989,10,BTM,"MT","Butte",45,8.244444,60
1989,10,COS,"CO","Colorado Springs",385,9.449350,864
1989,10,DTW,"MI","Detroit",5929,21.583234,10276
1989,10,EYW,"FL","Key West",127,9.889763,177
1989,10,FCA,"MT","Kalispell",20,7.300000,61
1989,10,FNT,"MI","Flint",46,17.739130,90
1989,10,FSD,"SD","Sioux Falls",220,14.413636,465
1989,10,GCN,"AZ","Grand Canyon",67,16.313432,114
1989,10,GNV,"FL","Gainesville",190,11.831578,329
1989,10,HNL,"HI","Honolulu",632,23.490506,1365
1989,10,HPN,"NY","White Plains",87,22.471264,187
1989,10,JNU,"AK","Juneau",190,18.142105,267
1989,10,MBS,"MI","Saginaw",208,17.774038,307
1989,10,MCI,"MO","Kansas City",1864,15.638948,3394
1989,10,MFE,"TX","McAllen",99,11.010101,144
1989,3,PIE,"FL","St. Petersburg",43,14.186046,85
1989,3,PVD,"RI","Providence",775,20.571612,1071
1989,3,RIC,"VA","Richmond",907,19.862183,1280
1989,3,SGF,"MO","Springfield",114,24.263157,217
1989,3,SMF,"CA","Sacramento",985,17.543147,2172
1989,3,TLH,"FL","Tallahassee",384,18.596354,625
1989,3,TYS,"TN","Knoxville",330,14.936363,728
1989,3,VPS,"FL","Valparaiso",50,9.840000,88
1989,4,ACY,"NJ","Atlantic City",26,7.461538,40
1989,4,ATL,"GA","Atlanta",9019,14.758066,13526
1989,4,BFL,"CA","Bakersfield",30,9.666666,58
1989,4,BGR,"ME","Bangor",98,13.561224,178
1989,4,BNA,"TN","Nashville",2376,14.088383,5112
1989,4,BTV,"VT","Burlington",263,12.737642,566
1989,4,CAK,"OH","Akron",144,12.506944,264
1989,4,CHA,"TN","Chattanooga",177,11.203389,426
1989,4,CHS,"SC","Charleston",547,13.394881,900
1989,4,CLE,"OH","Cleveland",2554,14.877055,4973
1989,4,CLT,"NC","Charlotte",6628,19.642727,8739
1989,4,CMI,"IL","Champaign/Urbana",107,10.598130,144
1989,4,ERI,"PA","Erie",98,7.040816,171
1989,4,GFK,"ND","Grand Forks",23,7.086956,86
1989,9,TVC,"MI","Traverse City",26,20.038461,28
1990,1,AGS,"GA","Augusta",141,18.141843,266
1990,1,AVL,"NC","Asheville",71,12.225352,171
1990,1,BOI,"ID","Boise",269,18.037174,531
1990,1,BOS,"MA","Boston",4864,25.810855,7575
1990,1,BUR,"CA","Burbank",829,14.828709,1698
1990,1,DRO,"CO","Durango",59,19.661016,73
1988,10,FSD,"SD","Sioux Falls",251,15.290836,470
1988,10,GNV,"FL","Gainesville",84,11.178571,236
1988,10,GRB,"WI","Green Bay",85,10.117647,192
1988,10,GSP,"SC","Greer",506,11.075098,870
1988,10,IAD,"VA","Chantilly",2378,13.141715,4632
1988,10,IDA,"ID","Idaho Falls",48,6.041666,183
1988,10,ISP,"NY","Islip",401,12.920199,639
1988,10,JAX,"FL","Jacksonville",991,11.403632,2014
1988,10,JFK,"NY","New York",2184,17.814102,4210
1988,10,JNU,"AK","Juneau",171,21.771929,255
1988,10,LAX,"CA","Los Angeles",7335,14.746284,13839
1988,10,LGA,"NY","New York",4432,13.686371,9573
1988,10,MDW,"IL","Chicago",1241,19.582594,1891
1988,10,MEM,"TN","Memphis",3605,14.073231,6226
1988,10,MFE,"TX","McAllen",79,11.645569,144
1988,10,MGM,"AL","Montgomery",181,12.464088,329
1988,10,MOB,"AL","Mobile",365,11.608219,668
1988,10,MOT,"ND","Minot",54,5.611111,149
1988,10,MSO,"MT","Missoula",109,9.146788,244
1988,10,MSP,"MN","Minneapolis",4649,14.560335,8648
1988,10,ONT,"CA","Ontario",1835,18.288828,2960
1988,10,PIA,"IL","Peoria",109,7.174311,214
1988,10,PIE,"FL","St. Petersburg",13,3.846153,61
1988,10,RDU,"NC","Raleigh",2650,12.060377,5314
1988,10,RNO,"NV","Reno",785,14.459872,1653
1988,10,SFO,"CA","San Francisco",6863,21.839283,10824
1988,10,SRQ,"FL","Sarasota",445,11.914606,1015
1988,4,PSC,"WA","Pasco",73,14.027397,174
1988,4,PVD,"RI","Providence",548,14.967153,950
1988,4,RIC,"VA","Richmond",913,13.227820,1534
1988,4,SCK,"CA","Stockton",30,19.133333,129
1988,4,SDF,"KY","Louisville",1069,12.542563,1994
1988,4,SHV,"LA","Shreveport",331,12.864048,629
1988,4,SJC,"CA","San Jose",1836,13.111111,4010
1988,4,SJU,"PR","San Juan",701,20.332382,1345
1988,4,TUS,"AZ","Tucson",712,13.481741,1652
1988,5,AMA,"TX","Amarillo",194,14.860824,695
1988,5,BIL,"MT","Billings",238,16.500000,536
1988,5,BLI,"WA","Bellingham",29,9.206896,89
1988,5,BUF,"NY","Buffalo",1332,19.993993,2297
1988,5,CAE,"SC","Columbia",369,17.046070,947
1988,5,CMH,"OH","Columbus",1120,18.337500,2205
1988,5,CRW,"WV","Charleston",275,13.665454,372
1988,5,DAY,"OH","Dayton",1772,16.138261,2901
1988,5,DEN,"CO","Denver",6305,23.892624,13748
1988,5,DFW,"TX","Dallas-Fort Worth",9253,15.506970,17983
1988,5,DLH,"MN","Duluth",52,8.403846,114
1988,5,FAR,"ND","Fargo",114,10.210526,230
1988,5,HNL,"HI","Honolulu",745,18.264429,1237
1989,1,TOL,"OH","Toledo",152,13.401315,288
1989,10,ANC,"AK","Anchorage",757,18.528401,1131
1989,10,AVP,"PA","Wilkes-Barre/Scranton",126,17.746031,210
1989,10,BUF,"NY","Buffalo",1368,20.206871,2280
1989,10,CMH,"OH","Columbus",1083,17.584487,2080
1989,10,CVG,"KY","Covington",3160,15.180696,5100
1989,10,DCA,"VA","Arlington",4430,19.126636,7257
1989,10,ELP,"TX","El Paso",1056,15.462121,2160
1989,10,FAR,"ND","Fargo",124,10.443548,235
1989,10,GJT,"CO","Grand Junction",80,12.737500,119
1989,10,GPT,"MS","Gulfport-Biloxi",66,13.530303,91
1989,10,IAD,"VA","Chantilly",2182,18.631989,4208
1989,10,ISO,"NC","Kinston",29,9.586206,58
1989,10,JFK,"NY","New York",2375,29.203789,3978
1989,10,LAX,"CA","Los Angeles",7470,20.535073,13648
1989,10,LGB,"CA","Long Beach",549,20.030965,1204
1989,10,LSE,"WI","La Crosse",78,8.423076,115
1989,10,MEM,"TN","Memphis",2902,15.128187,5646
1989,3,ORD,"IL","Chicago",14743,27.872888,21451
1989,3,RDU,"NC","Raleigh",3210,26.101246,4814
1989,3,SBN,"IN","South Bend",138,14.615942,228
1989,3,SFO,"CA","San Francisco",5908,29.436188,10754
1989,3,TPA,"FL","Tampa",2967,21.908661,4264
1989,3,TVL,"CA","South Lake Tahoe",42,18.214285,60
1989,3,UCA,"NY","Utica",63,17.111111,85
1989,4,ATW,"WI","Appleton",21,8.333333,58
1989,4,AZO,"MI","Kalamazoo",98,10.489795,278
1989,4,CPR,"WY","Casper",47,6.085106,90
1989,4,CRP,"TX","Corpus Christi",216,12.550925,491
1989,4,DAL,"TX","Dallas",1365,12.000732,2887
1989,4,FAT,"CA","Fresno",195,9.497435,372
1989,4,GEG,"WA","Spokane",337,16.350148,872
1989,9,TVL,"CA","South Lake Tahoe",31,12.548387,77
1989,9,TYS,"TN","Knoxville",456,12.657894,757
1989,9,UCA,"NY","Utica",30,21.600000,77
1990,1,ALB,"NY","Albany",657,21.695585,1068
1990,1,BIL,"MT","Billings",163,12.766871,442
1990,1,BNA,"TN","Nashville",1643,19.049300,4436
1990,1,BZN,"MT","Bozeman",128,17.515625,326
1988,11,AMA,"TX","Amarillo",203,12.985221,512
1988,11,AVP,"PA","Wilkes-Barre/Scranton",121,6.834710,204
1988,11,BET,"AK","Bethel",24,10.125000,47
1988,11,BIS,"ND","Bismarck",118,20.516949,310
1988,11,CMH,"OH","Columbus",1454,17.253782,2263
1988,11,CPR,"WY","Casper",50,8.740000,83
1988,11,CRW,"WV","Charleston",219,13.388127,368
1988,11,DSM,"IA","Des Moines",685,17.230656,1137
1988,11,ELP,"TX","El Paso",955,16.194764,1894
1988,11,EVV,"IN","Evansville",149,9.825503,199
1988,11,FNT,"MI","Flint",107,11.803738,165
1988,11,GCN,"AZ","Grand Canyon",56,11.892857,142
1988,11,GPT,"MS","Gulfport-Biloxi",47,16.212765,83
1988,11,GSO,"NC","Greensboro",1125,15.657777,1707
1988,11,GSP,"SC","Greer",457,12.932166,818
1988,11,HOU,"TX","Houston",2156,17.986085,4603
1988,11,ISO,"NC","Kinston",61,10.081967,120
1988,11,LAN,"MI","Lansing",202,8.549504,328
1988,11,LGA,"NY","New York",4881,21.517721,9176
1988,11,LNK,"NE","Lincoln",224,17.928571,398
1988,11,MLU,"LA","Monroe",102,15.147058,197
1988,11,MYR,"SC","Myrtle Beach",188,8.962765,295
1988,5,LSE,"WI","La Crosse",63,8.507936,142
1988,5,MAF,"TX","Midland",238,10.537815,830
1988,5,MCO,"FL","Orlando",3586,20.738984,5735
1988,5,MIA,"FL","Miami",3262,20.286633,5859
1988,5,MSN,"WI","Madison",208,10.923076,451
1988,5,OAJ,"NC","Jacksonville",68,9.029411,147
1988,5,OAK,"CA","Oakland",1169,12.660393,2355
1988,5,OGG,"HI","Kahului",116,15.887931,300
1988,5,ORH,"MA","Worcester",128,26.398437,260
1988,5,OTZ,"AK","Kotzebue",48,13.604166,71
1988,5,PSP,"CA","Palm Springs",160,16.275000,335
1988,5,PVD,"RI","Providence",587,19.942078,1004
1988,5,RAP,"SD","Rapid City",64,6.921875,235
1988,5,SAV,"GA","Savannah",363,14.371900,890
1988,5,SJU,"PR","San Juan",632,20.783227,1333
1988,5,STT,"VI","Charlotte Amalie",130,18.269230,274
1988,5,STX,"VI","Christiansted",121,26.330578,212
1988,5,TLH,"FL","Tallahassee",215,14.986046,702
1988,5,TPA,"FL","Tampa",2498,17.435548,4764
1988,5,TUS,"AZ","Tucson",780,10.238461,1527
1988,5,TYS,"TN","Knoxville",377,10.053050,770
1988,6,ANC,"AK","Anchorage",983,13.786368,1307
1988,6,BHM,"AL","Birmingham",705,9.500709,1513
1988,6,BOS,"MA","Boston",3966,15.065809,8137
1988,6,BTM,"MT","Butte",34,6.000000,58
1988,6,BUF,"NY","Buffalo",1141,11.944785,2295
1989,1,EWR,"NJ","Newark",5641,25.105477,10230
1989,1,FLG,"AZ","Flagstaff",93,10.870967,207
1989,1,FSD,"SD","Sioux Falls",219,19.694063,440
1989,1,GJT,"CO","Grand Junction",71,13.802816,110
1989,1,GNV,"FL","Gainesville",64,15.453125,232
1989,1,HSV,"AL","Huntsville",258,17.135658,575
1989,1,ILM,"NC","Wilmington",199,10.698492,294
1989,1,JNU,"AK","Juneau",193,28.911917,227
1989,1,KOA,"HI","Kailua/Kona",31,21.387096,61
1989,1,LEX,"KY","Lexington",389,11.043701,672
1989,1,LSE,"WI","La Crosse",54,12.351851,95
1989,1,MEM,"TN","Memphis",2870,18.015679,5974
1989,1,MFE,"TX","McAllen",85,18.364705,143
1989,1,MOT,"ND","Minot",64,8.093750,147
1989,1,MSY,"LA","New Orleans",1782,16.232884,3458
1989,1,OME,"AK","Nome",47,18.531914,64
1989,1,ORD,"IL","Chicago",12856,27.405413,21971
1989,1,SBN,"IN","South Bend",110,12.154545,226
1989,1,SCC,"AK","Deadhorse",22,7.818181,35
1989,1,SRQ,"FL","Sarasota",535,18.013084,1072
1989,4,GUC,"CO","Gunnison",4,14.250000,4
1989,4,HOU,"TX","Houston",2165,15.189838,4643
1989,4,HTS,"WV","Huntington",116,11.267241,201
1989,4,ISO,"NC","Kinston",64,11.656250,114
1989,4,LGB,"CA","Long Beach",235,13.310638,687
1989,4,MBS,"MI","Saginaw",141,14.134751,311
1989,4,MCI,"MO","Kansas City",1707,12.575864,3093
1989,4,MHT,"NH","Manchester",164,13.829268,287
1989,4,MLU,"LA","Monroe",99,9.909090,207
1989,4,OMA,"NE","Omaha",567,14.329805,1419
1989,4,PBI,"FL","West Palm Beach",1210,15.409917,2120
1989,4,PHF,"VA","Newport News",55,7.945454,90
1989,4,PIA,"IL","Peoria",85,14.564705,170
1989,4,PNS,"FL","Pensacola",282,16.166666,375
1989,4,PWM,"ME","Portland",359,13.373259,726
1989,4,ROC,"NY","Rochester",947,12.405491,1780
1989,4,SEA,"WA","Seattle",2856,14.998249,5742
1989,4,SJC,"CA","San Jose",1628,11.375307,3713
1989,4,SLC,"UT","Salt Lake City",2677,11.310422,5679
1989,4,SUX,"IA","Sioux City",99,9.474747,202
1988,1,ALB,"NY","Albany",692,20.687861,945
1988,1,ANC,"AK","Anchorage",655,16.986259,1051
1988,1,BUF,"NY","Buffalo",1209,18.393713,2219
1988,1,BUR,"CA","Burbank",1235,16.955465,2029
1988,1,CHO,"VA","Charlottesville",100,16.710000,129
1988,1,CRP,"TX","Corpus Christi",161,13.416149,419
1988,1,EUG,"OR","Eugene",148,32.141891,319
1988,1,FAI,"AK","Fairbanks",226,8.345132,295
1988,1,FLG,"AZ","Flagstaff",65,8.507692,160
1988,1,FLL,"FL","Ft. Lauderdale",2432,24.250000,3560
1988,1,FWA,"IN","Fort Wayne",224,14.821428,358
1988,1,GRB,"WI","Green Bay",128,18.390625,181
1988,1,HLN,"MT","Helena",69,21.188405,92
1988,1,IDA,"ID","Idaho Falls",121,24.396694,167
1988,1,KOA,"HI","Kailua/Kona",42,27.785714,56
1988,1,MAF,"TX","Midland",222,15.247747,766
1988,1,MLI,"IL","Moline",372,19.309139,569
1988,1,MSN,"WI","Madison",208,26.889423,346
1988,3,ITH,"NY","Ithaca",94,9.351063,217
1988,3,JAN,"MS","Jackson",464,12.355603,831
1988,3,LAN,"MI","Lansing",151,10.331125,254
1988,3,LAS,"NV","Las Vegas",3254,14.412415,6016
1988,3,LAX,"CA","Los Angeles",6364,15.917818,14643
1988,3,LNK,"NE","Lincoln",244,18.073770,498
1988,3,LYH,"VA","Lynchburg",91,12.846153,142
1988,3,OKC,"OK","Oklahoma City",1384,16.398843,2156
1988,3,PBI,"FL","West Palm Beach",1726,18.162804,2578
1988,3,PFN,"FL","Panama City",56,15.821428,59
1988,3,PSG,"AK","Petersburg",32,15.468750,60
1988,3,PWM,"ME","Portland",331,14.090634,576
1988,3,SAN,"CA","San Diego",3062,15.226649,5024
1988,3,SEA,"WA","Seattle",3254,17.208973,5910
1988,3,SGF,"MO","Springfield",115,25.826086,153
1988,3,SUX,"IA","Sioux City",145,9.917241,289
1988,3,VPS,"FL","Valparaiso",101,13.871287,106
1988,3,WRG,"AK","Wrangell",17,16.470588,59
1988,4,APF,"FL","Naples",36,5.777777,84
1988,8,SJU,"PR","San Juan",592,24.701013,1507
1988,8,STT,"VI","Charlotte Amalie",106,21.716981,232
1988,8,TPA,"FL","Tampa",2435,15.035318,5006
1988,8,TUS,"AZ","Tucson",628,8.783439,1462
1988,8,YKM,"WA","Yakima",17,6.941176,61
1988,9,ACY,"NJ","Atlantic City",41,12.219512,63
1988,9,AVL,"NC","Asheville",148,9.250000,204
1988,9,AZO,"MI","Kalamazoo",204,17.799019,318
1988,9,BHM,"AL","Birmingham",807,9.495662,1560
1988,9,BLI,"WA","Bellingham",31,10.516129,84
1988,9,CCR,"CA","Concord",20,12.600000,103
1988,9,CRW,"WV","Charleston",242,12.685950,359
1988,9,CWA,"WI","Mosinee",93,12.935483,156
1988,9,DAY,"OH","Dayton",1904,11.939600,2907
1988,9,DEN,"CO","Denver",4955,16.645812,12880
1988,9,DLH,"MN","Duluth",58,14.637931,106
1988,9,EAU,"WI","Eau Claire",49,11.938775,109
1988,9,FAY,"NC","Fayetteville",151,8.854304,326
1988,9,GFK,"ND","Grand Forks",37,12.162162,84
1988,9,GRR,"MI","Grand Rapids",527,15.017077,922
1988,9,GTF,"MT","Great Falls",126,12.238095,284
1988,9,IAD,"VA","Chantilly",1900,15.091578,4334
1988,9,ISP,"NY","Islip",333,12.666666,618
1988,9,JFK,"NY","New York",2039,19.169691,4186
1988,9,LAN,"MI","Lansing",214,10.457943,302
1988,9,LFT,"LA","Lafayette",25,17.720000,98
1989,2,GCN,"AZ","Grand Canyon",47,9.872340,88
1989,2,GNV,"FL","Gainesville",74,12.000000,194
1989,2,HRL,"TX","Harlingen",270,14.059259,488
1989,2,JAC,"WY","Jackson",99,23.111111,131
1989,2,MBS,"MI","Saginaw",168,16.470238,329
1989,2,MCI,"MO","Kansas City",1805,20.828808,2857
1989,2,MFE,"TX","McAllen",73,11.369863,123
1989,2,MLU,"LA","Monroe",111,16.306306,174
1989,2,OAK,"CA","Oakland",886,16.713318,1831
1989,2,OME,"AK","Nome",38,41.631578,48
1989,2,OTZ,"AK","Kotzebue",37,39.837837,52
1989,2,PHF,"VA","Newport News",50,11.960000,77
1989,2,PNS,"FL","Pensacola",323,13.207430,535
1989,2,PSP,"CA","Palm Springs",353,25.294617,568
1989,2,PUB,"CO","Pueblo",45,19.333333,99
1989,2,SAV,"GA","Savannah",370,15.624324,784
1989,2,SDF,"KY","Louisville",944,16.282838,1592
1989,2,SNA,"CA","Santa Ana",1414,19.250353,2300
1989,2,STX,"VI","Christiansted",125,37.072000,254
1989,2,YUM,"AZ","Yuma",93,12.440860,139
1989,7,SNA,"CA","Santa Ana",1288,12.978260,2345
1989,7,STX,"VI","Christiansted",90,11.233333,235
1989,7,TVL,"CA","South Lake Tahoe",28,6.321428,83
1989,8,ABQ,"NM","Albuquerque",1697,12.968768,2656
1989,8,AMA,"TX","Amarillo",209,11.401913,546
1988,11,ANC,"AK","Anchorage",525,18.417142,963
1988,11,APF,"FL","Naples",27,9.000000,59
1988,11,BHM,"AL","Birmingham",805,12.674534,1559
1988,11,BWI,"MD","Baltimore",3437,17.017166,5556
1988,11,CVG,"KY","Covington",3350,16.511940,4944
1988,11,FAI,"AK","Fairbanks",186,12.236559,260
1988,11,FAY,"NC","Fayetteville",133,7.984962,319
1988,11,FLG,"AZ","Flagstaff",109,10.091743,210
1988,11,HNL,"HI","Honolulu",883,23.611551,1330
1988,11,ILM,"NC","Wilmington",173,10.294797,286
1988,11,MIA,"FL","Miami",2987,15.531302,5890
1988,11,MRY,"CA","Monterey",98,23.775510,191
1988,11,MSN,"WI","Madison",291,20.927835,505
1988,11,OAJ,"NC","Jacksonville",75,7.493333,147
1988,11,OAK,"CA","Oakland",1148,16.834494,2136
1988,11,OGG,"HI","Kahului",117,23.957264,213
1988,5,ITH,"NY","Ithaca",92,11.923913,203
1988,5,JAN,"MS","Jackson",377,10.602122,826
1988,5,LAS,"NV","Las Vegas",3145,12.041017,6099
1988,5,LAX,"CA","Los Angeles",6311,13.864680,14450
1988,5,LNK,"NE","Lincoln",230,15.265217,450
1988,5,LYH,"VA","Lynchburg",77,13.948051,114
1988,5,MDW,"IL","Chicago",757,24.249669,1443
1988,5,OKC,"OK","Oklahoma City",1026,12.091617,2191
1988,5,PBI,"FL","West Palm Beach",1068,19.502808,1981
1988,5,PFN,"FL","Panama City",41,6.658536,60
1988,5,PIA,"IL","Peoria",121,11.752066,237
1988,5,PSG,"AK","Petersburg",30,7.600000,48
1988,5,PWM,"ME","Portland",304,20.763157,558
1988,5,SAN,"CA","San Diego",2844,14.767580,5150
1988,5,SFO,"CA","San Francisco",6268,18.382099,11135
1988,5,SGF,"MO","Springfield",64,17.406250,152
1988,5,SUX,"IA","Sioux City",126,12.714285,299
1988,5,TOL,"OH","Toledo",142,11.267605,324
1988,5,VPS,"FL","Valparaiso",69,9.898550,87
1988,5,WRG,"AK","Wrangell",21,8.523809,52
1988,6,BDL,"CT","Windsor Locks",1004,13.148406,2529
1988,6,BFL,"CA","Bakersfield",20,14.400000,87
1988,6,BNA,"TN","Nashville",1720,12.513372,4175
1989,1,DLH,"MN","Duluth",75,11.120000,110
1989,1,ELP,"TX","El Paso",1140,16.101754,2036
1989,1,GFK,"ND","Grand Forks",41,14.463414,84
1989,1,GPT,"MS","Gulfport-Biloxi",48,13.979166,89
1989,1,GSO,"NC","Greensboro",1128,18.192375,1751
1989,1,GTF,"MT","Great Falls",127,16.787401,266
1989,1,IAD,"VA","Chantilly",2605,25.731285,4278
1989,1,ITH,"NY","Ithaca",82,8.878048,175
1989,1,JFK,"NY","New York",2216,30.458483,4201
1989,1,LAN,"MI","Lansing",164,11.036585,343
1989,1,LBB,"TX","Lubbock",433,10.750577,790
1989,1,LFT,"LA","Lafayette",34,9.911764,97
1989,1,LGA,"NY","New York",5193,21.858655,9529
1989,1,MDT,"PA","Harrisburg",333,20.558558,577
1989,1,MYR,"SC","Myrtle Beach",170,10.941176,272
1989,1,PBI,"FL","West Palm Beach",1419,20.885130,2273
1989,1,PSC,"WA","Pasco",95,17.378947,147
1989,1,RIC,"VA","Richmond",885,16.748022,1409
1989,1,RNO,"NV","Reno",847,20.578512,1532
1989,1,ROC,"NY","Rochester",948,19.410337,1804
1989,1,RSW,"FL","Ft. Myers",1079,16.295644,1715
1989,1,SAT,"TX","San Antonio",1414,17.601131,2756
1989,1,SEA,"WA","Seattle",2903,20.176713,5703
1989,1,SJC,"CA","San Jose",2070,15.145893,3830
1989,1,STL,"MO","St Louis",6016,22.829122,10629
1989,4,GUM,"GU","Agana",57,21.192982,121
1989,4,HDN,"CO","Hayden",4,19.500000,6
1989,4,HLN,"MT","Helena",49,9.877551,90
1989,4,IDA,"ID","Idaho Falls",74,6.256756,176
1989,4,LIT,"AR","Little Rock",508,11.131889,1262
1989,4,LSE,"WI","La Crosse",47,8.021276,111
1989,4,MFR,"OR","Medford",67,28.791044,193
1989,4,ORH,"MA","Worcester",172,11.976744,244
1989,4,PHX,"AZ","Phoenix",6217,12.191893,10476
1989,4,PVD,"RI","Providence",689,14.692307,1025
1989,4,SBA,"CA","Santa Barbara",132,18.007575,262
1989,4,SCC,"AK","Deadhorse",15,10.400000,42
1989,4,TPA,"FL","Tampa",2314,15.979688,4025
1989,4,TYS,"TN","Knoxville",311,10.385852,712
1989,9,DSM,"IA","Des Moines",549,13.650273,989
1989,9,EVV,"IN","Evansville",98,12.091836,195
1989,9,FAR,"ND","Fargo",105,11.352380,194
1989,9,FCA,"MT","Kalispell",34,9.323529,60
1989,9,FNT,"MI","Flint",42,14.714285,83
1989,9,GCN,"AZ","Grand Canyon",44,8.659090,110
1989,9,GSP,"SC","Greer",474,14.194092,731
1989,9,GST,"AK","Gustavus",3,36.000000,4
1989,9,HOU,"TX","Houston",1675,15.713432,4470
1989,9,IND,"IN","Indianapolis",2054,19.633398,3321
1989,9,ISO,"NC","Kinston",38,13.026315,52
1988,1,ATL,"GA","Atlanta",14020,26.308202,20264
1988,1,AVL,"NC","Asheville",98,19.795918,173
1988,1,BLI,"WA","Bellingham",29,11.241379,84
1988,1,BOI,"ID","Boise",332,21.587349,524
1988,1,BOS,"MA","Boston",5381,28.562720,8024
1988,1,CAK,"OH","Akron",266,17.864661,416
1988,1,CLE,"OH","Cleveland",2688,21.675595,4541
1988,1,CRW,"WV","Charleston",256,16.277343,404
1988,1,DAY,"OH","Dayton",2303,23.192357,2967
1988,1,DEN,"CO","Denver",7950,30.652327,13730
1988,1,DFW,"TX","Dallas-Fort Worth",10732,20.932817,16467
1988,1,DLH,"MN","Duluth",100,27.030000,111
1988,1,DRO,"CO","Durango",37,18.054054,57
1988,1,ERI,"PA","Erie",174,11.752873,226
1988,1,GFK,"ND","Grand Forks",67,30.238805,75
1988,1,IAH,"TX","Houston",3515,28.487908,6728
1988,1,ITH,"NY","Ithaca",91,8.637362,207
1988,1,JAN,"MS","Jackson",486,17.230452,789
1988,1,LFT,"LA","Lafayette",55,11.945454,97
1988,1,LNK,"NE","Lincoln",283,21.173144,518
1988,1,LYH,"VA","Lynchburg",106,19.603773,134
1988,1,MKE,"WI","Milwaukee",958,21.124217,1413
1988,3,HLN,"MT","Helena",65,12.000000,91
1988,3,HRL,"TX","Harlingen",274,15.405109,550
1988,3,HTS,"WV","Huntington",94,8.702127,172
1988,3,IDA,"ID","Idaho Falls",112,13.339285,185
1988,3,JAC,"WY","Jackson",104,16.500000,148
1988,3,JAX,"FL","Jacksonville",1165,13.170815,2129
1988,3,KOA,"HI","Kailua/Kona",50,17.220000,58
1988,3,MEM,"TN","Memphis",4529,15.308677,6501
1988,3,MFE,"TX","McAllen",108,21.287037,139
1988,3,MLB,"FL","Melbourne",229,14.593886,400
1988,3,MLI,"IL","Moline",310,15.322580,570
1988,3,MOB,"AL","Mobile",448,12.156250,728
1988,3,MOT,"ND","Minot",63,21.111111,141
1988,3,RDU,"NC","Raleigh",2922,13.304928,5245
1988,3,SJC,"CA","San Jose",1846,15.161971,4205
1988,3,SNA,"CA","Santa Ana",1681,15.387269,2531
1988,4,ABQ,"NM","Albuquerque",954,14.237945,2589
1988,8,SIT,"AK","Sitka",110,26.654545,166
1988,8,TOL,"OH","Toledo",206,11.941747,327
1988,8,YUM,"AZ","Yuma",86,9.011627,124
1988,9,ABE,"PA","Allentown",254,17.728346,418
1988,9,ALB,"NY","Albany",574,14.986062,987
1988,9,APF,"FL","Naples",17,9.823529,56
1988,9,BNA,"TN","Nashville",2329,14.533276,4576
1988,9,BWI,"MD","Baltimore",3156,13.402724,5640
1988,9,CDV,"AK","Cordova",26,8.423076,52
1988,9,CRP,"TX","Corpus Christi",147,7.244897,421
1988,9,DSM,"IA","Des Moines",606,14.389438,1122
